fl_date,day_of_the_week,month,mkt_unique_carrier,origin,dest,crs_dep_time,dep_delay,taxi_out,taxi_in,crs_arr_time,air_time,arr_delay,distance,origin_city,origin_state,dest_city,dest_state,origin_weather_condn,origin_tempc,origin_windspeedmiles,origin_winddir16point,origin_windgustmiles,origin_windchillc,origin_precipinches,origin_humidity,origin_visibilitymiles,origin_pressureinches,origin_dewpointc,origin_cloudcover,origin_uvindex,dest_weather_condn,dest_tempc,dest_windspeedmiles,dest_winddir16point,dest_windgustmiles,dest_windchillc,dest_precipinches,dest_humidity,dest_visibilitymiles,dest_pressureinches,dest_dewpointc,dest_cloudcover,dest_uvindex
9/1/2018,Saturday,September,G4,PIE,USA,720,-5,10,5,858,76,-12,528,St. Petersburg, FL,Concord, NC,Partly cloudy,17,4,SE,6,17,0,79,6,30,13,30,5,Sunny,24,3,ESE,5,24,0,91,6,30,22,11,6
2/1/2018,Thursday,February,G4,TOL,PIE,1853,-8,10,4,2115,130,-6,945,Toledo, OH,St. Petersburg, FL,Clear,-7,15,WNW,20,-16,0,54,6,30,-15,9,1,Heavy snow,-5,12,SE,18,-11,0.1,92,1,30,-6,100,1
9/1/2018,Saturday,September,G4,LAX,SGF,700,-15,15,5,1211,162,-24,1423,Los Angeles, CA,Springfield, MO,Sunny,23,5,SSW,6,23,0,71,6,30,17,6,6,Sunny,31,9,S,10,31,0,60,6,30,22,4,8
12/1/2018,Saturday,December,G4,PIE,CVG,1025,-4,10,7,1235,107,-10,776,St. Petersburg, FL,Cincinnati, OH,Sunny,-4,13,SSW,19,-10,0,50,6,30,-13,0,2,Moderate rain,11,11,SE,17,8,0.2,93,4,30,10,100,3
9/1/2018,Saturday,September,G4,VPS,PIA,1707,12,15,7,1907,92,6,724,Valparaiso, FL,Peoria, IL,Sunny,17,11,SW,13,17,0,50,6,30,7,4,5,Clear,27,7,S,14,27,0,87,6,30,24,11,1
6/1/2018,Friday,June,G4,VPS,IND,1333,-3,15,5,1625,92,-3,637,Valparaiso, FL,Indianapolis, IN,Sunny,17,5,WSW,6,17,0,43,6,30,4,0,5,Patchy rain possible,28,5,WNW,6,28,0,62,5,30,20,31,6
3/1/2018,Thursday,March,G4,IAG,PIE,1134,0,23,5,1425,152,9,1069,Niagara Falls, NY,St. Petersburg, FL,Cloudy,1,8,NE,12,-3,0,91,6,30,-1,81,1,Patchy light snow,-9,3,ESE,4,-11,0,86,6,31,-11,13,1
4/1/2018,Sunday,April,G4,SFB,CKB,1745,191,12,7,1949,103,189,727,Sanford, FL,Clarksburg/Fairmont, WV,Partly cloudy,25,6,NNE,6,26,0,65,6,30,19,38,7,Overcast,6,1,SSW,2,7,0,80,6,30,3,100,1
5/1/2018,Tuesday,May,G4,PIE,USA,947,-10,10,5,1126,79,-15,528,St. Petersburg, FL,Concord, NC,Cloudy,8,13,E,22,5,0,74,6,30,4,83,2,Sunny,13,4,WNW,6,13,0,71,6,30,8,0,4
6/1/2018,Friday,June,G4,LAS,PIA,725,-2,19,4,1238,157,-15,1413,Las Vegas, NV,Peoria, IL,Sunny,23,4,WSW,6,23,0,23,6,30,1,0,6,Sunny,31,7,ENE,8,31,0,52,6,30,20,12,8
6/1/2018,Friday,June,G4,FLL,ORF,1113,-7,19,4,1318,105,-4,781,Fort Lauderdale, FL,Norfolk, VA,Partly cloudy,27,5,SE,6,27,0,77,6,30,23,39,7,Patchy rain possible,30,2,SSW,2,30,0.1,64,5,30,23,19,7
5/1/2018,Tuesday,May,G4,AVL,PIE,726,-13,10,6,902,79,-14,519,Asheville, NC,St. Petersburg, FL,Sunny,12,4,WNW,8,12,0,68,6,30,6,0,4,Cloudy,8,13,E,22,5,0,74,6,30,4,83,2
1/1/2018,Monday,January,G4,FWA,PIE,1010,330,10,8,1233,128,333,912,Fort Wayne, IN,St. Petersburg, FL,Cloudy,-19,8,W,15,-28,0,96,6,31,-19,82,1,Heavy snow,1,8,SSE,13,-4,0,89,1,30,-1,100,1
10/1/2018,Monday,October,G4,LAX,CVG,1017,-2,13,7,1728,218,-15,1900,Los Angeles, CA,Cincinnati, OH,Sunny,25,1,N,2,25,0,52,6,30,15,16,7,Sunny,28,5,SW,6,28,0,60,6,30,19,9,7
3/1/2018,Thursday,March,G4,TYS,PIE,2020,-12,7,7,2159,73,-24,550,Knoxville, TN,St. Petersburg, FL,Partly cloudy,12,9,NW,15,10,0,85,6,30,9,46,1,Mist,-14,4,E,9,-19,0,96,1,30,-15,49,1
1/1/2018,Monday,January,G4,PIE,FWA,700,-10,16,6,925,128,-5,912,St. Petersburg, FL,Fort Wayne, IN,Heavy snow,-1,12,SSE,18,-6,0,90,1,30,-3,100,1,Cloudy,-19,8,W,15,-28,0,96,6,31,-19,82,1
4/1/2018,Sunday,April,G4,AUS,CVG,1811,-3,9,6,2138,117,-18,958,Austin, TX,Cincinnati, OH,Cloudy,23,6,ESE,11,23,0,80,6,30,20,64,1,Overcast,6,8,NE,12,3,0,55,6,30,-2,100,1
7/1/2019,Monday,July,G4,PIE,RIC,1312,-8,8,7,1512,97,-16,731,St. Petersburg, FL,Richmond, VA,Sunny,22,13,W,15,22,0,55,6,29,12,19,6,Sunny,31,7,WSW,8,31,0,33,6,30,13,0,8
6/1/2019,Saturday,June,G4,PIA,SFB,1523,0,9,7,1842,113,-10,949,Peoria, IL,Sanford, FL,Patchy light rain with thunder,28,12,WSW,20,28,0,58,6,30,19,3,6,Thundery outbreaks possible,31,9,W,13,31,0,56,5,30,21,54,1
11/1/2019,Friday,November,G4,LAX,TUL,1550,-6,15,7,2049,140,-23,1283,Los Angeles, CA,Tulsa, OK,Sunny,29,2,SW,2,29,0,6,6,30,-12,0,7,Clear,8,7,WSW,11,6,0,62,6,30,1,4,1
10/1/2019,Tuesday,October,G4,AZA,IDA,800,0,15,7,1054,77,-15,704,Phoenix, AZ,Idaho Falls, ID,Sunny,27,3,WSW,4,27,0,16,6,30,-1,0,7,Sunny,1,6,NNE,11,-1,0,76,6,30,-2,20,2
1/1/2019,Tuesday,January,G4,IAG,PGD,1156,17,15,7,1447,159,27,1129,Niagara Falls, NY,Punta Gorda, FL,Heavy snow,3,8,W,24,-2,0,76,1,30,-1,100,1,Cloudy,26,8,SE,9,26,0,61,6,30,18,68,6
9/1/2019,Sunday,September,G4,SFB,CHA,1243,-7,14,4,1421,67,-20,490,Sanford, FL,Chattanooga, TN,Torrential rain shower,31,11,ENE,19,31,0.4,65,1,30,24,24,7,Partly cloudy,32,3,SE,4,32,0,45,6,30,18,38,8
12/1/2019,Sunday,December,G4,SFB,BGR,725,-6,10,5,1025,151,-20,1299,Sanford, FL,Bangor, ME,Partly cloudy,18,5,SSW,10,18,0,93,6,30,17,26,5,Sunny,-11,4,NW,8,-16,0,82,6,30,-14,0,2
2/1/2019,Friday,February,G4,MEM,SFB,1502,-4,11,4,1751,91,-7,671,Memphis, TN,Sanford, FL,Light drizzle,10,4,SSW,8,10,0,81,4,30,7,96,2,Light rain shower,20,10,E,12,20,0,73,6,30,15,83,4
3/1/2019,Friday,March,G4,MEM,LAX,2101,24,13,14,2319,251,44,1619,Memphis, TN,Los Angeles, CA,Clear,6,8,NW,6,6,0,72,6,30,2,22,1,Partly cloudy,16,5,SW,6,16,0,73,6,30,11,34,1
8/1/2019,Thursday,August,G4,SFB,EVV,1907,4,15,7,2007,97,3,734,Sanford, FL,Evansville, IN,Torrential rain shower,25,9,E,11,25,0.5,85,1,30,23,58,1,Clear,24,6,N,9,24,0,78,6,30,20,0,1
4/1/2019,Monday,April,G4,SDF,PIE,2003,-1,18,7,2204,99,2,729,Louisville, KY,St. Petersburg, FL,Cloudy,5,4,ESE,5,3,0,50,6,30,-5,78,1,Clear,0,10,W,16,-4,0,83,6,30,-3,5,1
10/1/2019,Tuesday,October,G4,AZA,PVU,1322,0,15,4,1551,62,-8,477,Phoenix, AZ,Provo, UT,Sunny,30,6,SSW,7,30,0,12,6,30,-3,0,7,Sunny,6,5,W,9,6,0,34,6,30,-9,2,3
12/1/2019,Sunday,December,G4,VPS,BLV,700,-1,12,5,843,87,0,587,Valparaiso, FL,Belleville, IL,Partly cloudy,20,3,NW,5,20,0,54,6,30,11,32,6,Overcast,2,13,WSW,23,-3,0,72,6,29,-2,89,1
6/1/2019,Saturday,June,G4,AZA,FAR,630,14,8,6,1120,144,2,1220,Phoenix, AZ,Fargo, ND,Sunny,29,1,WSW,1,29,0,14,6,30,-1,0,7,Sunny,9,9,ESE,14,6,0,60,6,30,1,20,3
5/1/2019,Wednesday,May,G4,SFB,ABE,1712,-5,14,5,1935,116,-13,882,Sanford, FL,Allentown/Bethlehem/Easton, PA,Sunny,30,12,E,13,30,0,46,6,30,17,0,7,Clear,26,4,E,6,26,0,25,6,30,5,3,1
8/1/2019,Thursday,August,G4,BNA,PIE,1312,-11,12,95,1559,88,77,612,Nashville, TN,St. Petersburg, FL,Patchy rain possible,30,5,NNW,6,30,0,59,5,30,22,12,7,Overcast,16,5,NNW,7,16,0,64,6,30,9,94,4
6/1/2019,Saturday,June,G4,SYR,SRQ,1839,-17,8,4,2131,148,-29,1142,Syracuse, NY,Sarasota/Bradenton, FL,Patchy rain possible,17,7,WNW,11,17,0.1,91,5,30,15,22,1,Clear,29,10,W,13,29,0,71,6,30,23,4,1
7/1/2019,Monday,July,G4,SCK,AZA,2119,20,15,7,2304,86,23,625,Stockton, CA,Phoenix, AZ,Clear,23,11,W,14,23,0,34,6,30,6,3,1,Clear,43,15,W,17,43,0,9,6,30,2,0,1
2/1/2019,Friday,February,G4,SFB,SBN,630,-14,13,4,900,138,-9,936,Sanford, FL,South Bend, IN,Patchy rain possible,12,6,ENE,11,13,0,85,6,30,11,100,3,Heavy snow,-19,4,E,8,-24,0,71,1,30,-22,100,1
9/1/2019,Sunday,September,G4,PVD,PGD,1158,75,6,4,1507,159,55,1184,Providence, RI,Punta Gorda, FL,Sunny,17,6,NNE,10,17,0,72,6,30,12,21,5,Partly cloudy,32,9,ENE,11,32,0,58,6,30,23,49,8
1/1/2019,Tuesday,January,G4,FWA,SFB,1849,31,11,4,2105,117,27,870,Fort Wayne, IN,Sanford, FL,Partly cloudy,1,9,NNW,11,-2,0,74,6,30,-3,62,1,Clear,24,4,S,3,24,0,73,6,30,19,12,1
5/1/2019,Wednesday,May,G4,ATW,PIE,1642,-4,8,7,2032,149,-10,1173,Appleton, WI,St. Petersburg, FL,Light rain,5,13,NE,16,2,0.1,92,5,30,4,100,2,Clear,9,8,SSW,15,9,0,54,6,29,0,10,1
8/1/2019,Thursday,August,G4,ELP,SAN,920,27,12,6,1005,84,24,636,El Paso, TX,San Diego, CA,Patchy rain possible,24,2,SE,4,24,0,63,5,30,17,8,5,Partly cloudy,21,6,NW,8,21,0,85,6,30,18,28,6
2/1/2019,Friday,February,G4,BLI,LAS,830,-7,11,6,1101,139,-2,954,Bellingham, WA,Las Vegas, NV,Moderate rain,6,6,E,5,5,0.1,97,4,30,6,90,2,Partly cloudy,7,2,NNW,5,7,0,58,6,30,0,10,3
10/1/2019,Tuesday,October,G4,FAT,LAS,1502,-4,9,4,1612,47,-14,259,Fresno, CA,Las Vegas, NV,Sunny,21,3,WSW,3,21,0,25,6,30,0,0,6,Sunny,23,3,SE,4,23,0,10,6,30,-10,0,6
2/1/2019,Friday,February,G4,FAT,LAS,1706,-7,7,6,1812,54,-6,259,Fresno, CA,Las Vegas, NV,Partly cloudy,14,8,SSE,9,14,0,74,6,30,10,12,4,Partly cloudy,17,6,SE,7,18,0,36,6,30,2,10,1
3/1/2019,Friday,March,G4,IND,FLL,1715,-2,14,36,1953,130,20,1005,Indianapolis, IN,Fort Lauderdale, FL,Sunny,4,10,ENE,9,1,0,48,6,30,-6,18,2,Clear,25,6,E,12,25,0,68,6,30,18,8,1
7/1/2019,Monday,July,G4,PIT,JAX,630,-1,9,5,828,88,-17,694,Pittsburgh, PA,Jacksonville, FL,Sunny,20,3,NE,4,20,0,73,6,30,15,8,5,Sunny,25,6,WNW,8,25,0,84,6,30,23,12,7
7/1/2019,Monday,July,G4,GSP,FLL,1402,25,11,15,1550,90,33,620,Greer, SC,Fort Lauderdale, FL,Partly cloudy,34,6,NNE,7,34,0,39,6,30,18,26,8,Sunny,31,3,W,3,31,0,64,6,30,23,15,8
12/1/2019,Sunday,December,G4,PIE,BLV,1327,-11,31,5,1441,127,18,841,St. Petersburg, FL,Belleville, IL,Heavy snow,-1,8,WNW,12,-7,0,86,1,30,-3,100,1,Overcast,4,20,W,24,-1,0,75,6,30,0,100,1
11/1/2019,Friday,November,G4,PIE,BLV,1452,-8,14,6,1608,121,-3,841,St. Petersburg, FL,Belleville, IL,Moderate or heavy snow showers,2,9,WNW,13,-2,0,78,4,30,-2,68,1,Sunny,10,8,SSW,9,7,0,38,6,30,-4,4,3
2/1/2019,Friday,February,G4,SCK,AZA,1850,48,4,6,2132,88,44,625,Stockton, CA,Phoenix, AZ,Moderate rain,13,16,SSE,20,14,0.1,81,2,30,10,86,1,Partly cloudy,19,5,S,4,20,0,39,6,30,6,32,1
3/1/2019,Friday,March,G4,AZA,RFD,720,-11,11,7,1125,148,-30,1373,Phoenix, AZ,Rockford, IL,Sunny,17,4,ENE,6,17,0,39,6,30,3,21,5,Sunny,-10,7,NE,7,-14,0,79,6,30,-13,14,2
9/1/2019,Sunday,September,G4,SFB,IND,1408,13,11,14,1621,114,19,807,Sanford, FL,Indianapolis, IN,Torrential rain shower,31,11,ENE,19,31,0.4,65,1,30,24,24,7,Moderate rain at times,21,3,ENE,3,21,0.2,91,4,30,20,53,5
4/1/2019,Monday,April,G4,SFB,PSM,720,0,11,5,1009,141,-12,1144,Sanford, FL,Portsmouth, NH,Overcast,17,8,NNE,11,17,0,83,6,30,14,100,4,Sunny,0,16,WNW,24,-6,0,61,6,30,-6,6,2
1/1/2019,Tuesday,January,G4,CVG,LAS,1200,16,8,11,1303,244,36,1678,Cincinnati, OH,Las Vegas, NV,Overcast,7,9,NNW,8,6,0,70,6,30,2,93,2,Sunny,3,20,NNE,26,-2,0,17,6,30,-19,0,2
7/1/2019,Monday,July,G4,LAS,MSO,1051,-7,14,7,1359,98,-16,750,Las Vegas, NV,Missoula, MT,Sunny,31,7,SSW,12,31,0,13,6,30,-1,0,8,Sunny,24,2,W,2,24,0,46,6,30,11,11,6
9/1/2019,Sunday,September,G4,LAS,AZA,1510,22,13,7,1624,50,18,276,Las Vegas, NV,Phoenix, AZ,Partly cloudy,42,10,SE,12,42,0,10,6,30,4,43,10,Sunny,36,4,WNW,5,36,0,35,6,30,19,4,9
3/1/2019,Friday,March,G4,BWI,VPS,1049,-7,11,10,1205,131,9,819,Baltimore, MD,Valparaiso, FL,Heavy snow,-1,6,E,12,-6,0.4,95,1,30,-2,100,1,Sunny,26,8,W,9,26,0,44,6,30,13,0,7
11/1/2019,Friday,November,G4,BIS,AZA,2132,8,9,4,2221,134,-14,1092,Bismarck/Mandan, ND,Phoenix, AZ,Blizzard,0,15,NW,23,-6,0,89,0,30,-1,100,1,Clear,28,2,W,2,28,0,8,6,30,-9,0,1
12/1/2019,Sunday,December,G4,FAT,LAS,1521,73,8,7,1625,54,78,259,Fresno, CA,Las Vegas, NV,Moderate rain at times,12,7,SE,11,11,0.1,79,4,30,9,54,3,Sunny,9,4,NNE,6,7,0,38,6,30,-5,12,3
6/1/2019,Saturday,June,G4,AZA,FWA,700,-2,13,4,1323,173,-15,1546,Phoenix, AZ,Fort Wayne, IN,Sunny,29,1,WSW,1,29,0,14,6,30,-1,0,7,Thundery outbreaks possible,27,7,WNW,11,27,0,59,5,30,18,41,6
4/1/2019,Monday,April,G4,CLE,SAV,1740,0,7,4,1928,92,-5,641,Cleveland, OH,Savannah, GA,Sunny,2,7,NW,9,-1,0,56,6,30,-6,7,2,Overcast,12,11,ENE,15,10,0,77,6,30,8,100,1
11/1/2019,Friday,November,G4,LAS,TUL,1012,-2,22,7,1445,118,-8,1076,Las Vegas, NV,Tulsa, OK,Sunny,8,1,NW,2,8,0,9,6,30,-23,0,3,Sunny,11,16,SSW,19,8,0,43,6,30,-1,0,4
5/1/2019,Wednesday,May,G4,GRR,SFB,1811,38,11,4,2041,138,41,1001,Grand Rapids, MI,Sanford, FL,Partly cloudy,9,10,ENE,16,8,0,89,6,30,8,51,1,Patchy rain possible,24,13,E,16,24,0,78,5,30,20,34,1
1/1/2019,Tuesday,January,G4,SFB,SDF,610,-14,11,7,806,95,-17,698,Sanford, FL,Louisville, KY,Sunny,19,3,SSW,7,19,0,94,6,30,18,20,5,Cloudy,5,7,WNW,13,2,0,89,6,30,3,83,1
4/1/2019,Monday,April,G4,LAS,SDF,1452,-7,16,6,2122,189,-6,1624,Las Vegas, NV,Louisville, KY,Sunny,20,3,E,4,20,0,14,6,30,-9,21,5,Cloudy,5,4,ESE,5,3,0,50,6,30,-5,78,1
4/1/2019,Monday,April,G4,AZA,BLV,810,0,15,4,1256,156,9,1272,Phoenix, AZ,Belleville, IL,Overcast,18,8,NE,13,18,0,16,6,30,-8,100,4,Sunny,9,8,S,9,7,0,38,6,30,-5,11,3
10/1/2019,Tuesday,October,G4,SFB,TYS,1708,-9,8,4,1840,78,-11,511,Sanford, FL,Knoxville, TN,Sunny,31,13,ENE,15,31,0,54,6,30,20,7,8,Partly cloudy,26,3,WSW,5,26,0,61,6,30,18,30,1
3/1/2019,Friday,March,G4,IND,LAS,1437,-7,13,4,1541,238,4,1590,Indianapolis, IN,Las Vegas, NV,Sunny,4,10,ENE,9,1,0,48,6,30,-6,18,2,Sunny,18,7,SSW,11,18,0,20,6,30,-5,6,5
5/1/2019,Wednesday,May,G4,OMA,AZA,1315,-10,10,7,1350,143,-5,1026,Omaha, NE,Phoenix, AZ,Overcast,10,6,NNE,7,9,0,76,6,30,6,100,3,Sunny,26,3,SSW,3,26,0,26,6,30,5,5,7
5/1/2019,Wednesday,May,G4,PIE,AVL,1452,-10,8,7,1623,69,-17,519,St. Petersburg, FL,Asheville, NC,Sunny,13,9,SW,12,12,0,39,6,30,0,16,4,Sunny,26,8,S,9,26,0,46,6,30,13,5,7
6/1/2019,Saturday,June,G4,CVG,FLL,959,0,9,6,1223,118,-11,932,Cincinnati, OH,Fort Lauderdale, FL,Sunny,19,4,WSW,7,19,0,83,6,30,16,8,5,Sunny,31,8,SSE,9,31,0,60,6,30,22,14,8
8/1/2019,Thursday,August,G4,LAS,MOT,838,-8,16,4,1319,129,-20,1098,Las Vegas, NV,Minot, ND,Sunny,29,4,ESE,5,29,0,49,6,30,17,4,7,Sunny,28,8,SE,10,28,0,53,6,30,18,3,7
8/1/2019,Thursday,August,G4,SFB,CLE,1828,50,13,5,2044,112,44,872,Sanford, FL,Cleveland, OH,Torrential rain shower,25,9,E,11,25,0.5,85,1,30,23,58,1,Clear,22,12,NNE,15,22,0,64,6,30,15,0,1
12/1/2019,Sunday,December,G4,PIA,PGD,1935,-7,8,7,2307,118,-26,1045,Peoria, IL,Punta Gorda, FL,Blizzard,2,18,WNW,26,-4,0,91,0,30,0,100,1,Clear,23,11,WSW,15,23,0,86,6,30,21,16,1
1/1/2019,Tuesday,January,G4,SCK,LAS,1516,8,7,7,1629,51,0,359,Stockton, CA,Las Vegas, NV,Sunny,11,8,NNW,4,10,0,31,6,30,-6,10,4,Sunny,3,20,NNE,26,-2,0,17,6,30,-19,0,2
11/1/2019,Friday,November,G4,MYR,ABE,1712,-11,19,4,1851,80,-7,518,Myrtle Beach, SC,Allentown/Bethlehem/Easton, PA,Sunny,15,11,N,12,14,0,50,6,30,5,0,4,Clear,26,15,WNW,17,26,0,66,6,30,19,2,1
10/1/2019,Tuesday,October,G4,AVL,FLL,939,6,11,6,1137,92,-3,660,Asheville, NC,Fort Lauderdale, FL,Mist,18,1,SE,1,18,0,97,1,30,18,34,4,Patchy rain possible,27,18,ENE,24,27,0,75,5,30,22,37,6
1/1/2018,Monday,January,HA,SEA,HNL,845,0,11,5,1310,332,-37,2677,Seattle, WA,Honolulu, HI,Partly cloudy,1,2,NE,5,0,0,77,6,30,-3,29,2,Sunny,24,7,E,8,24,0,66,6,30,17,24,6
6/1/2018,Friday,June,HA,OGG,LIH,1648,12,5,6,1735,37,13,201,Kahului, HI,Lihue, HI,Cloudy,25,17,E,22,25,0,74,6,30,20,78,5,Partly cloudy,26,10,ENE,11,26,0,68,6,30,20,38,7
1/1/2018,Monday,January,HA,KOA,LAX,1635,-1,12,22,2355,293,6,2504,Kona, HI,Los Angeles, CA,Sunny,24,8,NW,11,24,0,74,6,30,19,15,6,Clear,19,4,WSW,5,19,0,52,6,30,9,4,1
4/1/2018,Sunday,April,HA,HNL,ITO,1341,-4,20,6,1437,36,2,216,Honolulu, HI,Hilo, HI,Partly cloudy,26,1,SW,1,27,0,57,6,30,17,38,7,Partly cloudy,23,13,SE,15,23,0,73,6,30,18,42,6
12/1/2018,Saturday,December,HA,OGG,HNL,807,-1,6,5,846,25,-4,100,Kahului, HI,Honolulu, HI,Partly cloudy,24,6,N,9,24,0,80,6,30,20,42,6,Partly cloudy,23,6,N,8,23,0,77,6,30,19,54,6
8/1/2018,Wednesday,August,HA,LAS,HNL,1820,15,13,7,2135,352,12,2762,Las Vegas, NV,Honolulu, HI,Clear,41,10,SW,12,41,0,16,6,30,10,3,1,Cloudy,25,16,ENE,22,25,0,77,6,30,21,63,1
5/1/2018,Tuesday,May,HA,HNL,OAK,1215,9,17,5,2030,281,-3,2409,Honolulu, HI,Oakland, CA,Sunny,23,3,NE,4,23,0,61,6,30,15,19,6,Clear,13,7,WSW,10,12,0,73,6,30,8,7,1
6/1/2018,Friday,June,HA,HNL,OGG,1855,-6,10,4,1934,21,-10,100,Honolulu, HI,Kahului, HI,Light rain shower,22,9,E,12,22,0,78,6,30,18,78,1,Partly cloudy,24,15,E,21,24,0,75,6,30,19,28,1
6/1/2018,Friday,June,HA,JHM,HNL,830,-8,3,8,906,25,-8,84,Kapalua, HI,Honolulu, HI,Partly cloudy,25,10,ENE,13,25,0,71,6,30,19,37,6,Sunny,25,9,ENE,11,25,0,71,6,30,19,16,6
7/1/2018,Sunday,July,HA,HNL,LIH,1605,-6,12,6,1646,21,-8,102,Honolulu, HI,Lihue, HI,Partly cloudy,26,9,ENE,11,26,0,66,6,30,19,46,7,Patchy rain possible,27,9,ENE,11,27,0,69,5,30,21,18,6
8/1/2018,Wednesday,August,HA,HNL,LAX,2210,1,16,11,630,275,-17,2556,Honolulu, HI,Los Angeles, CA,Cloudy,25,16,ENE,22,25,0,77,6,30,21,63,1,Sunny,27,4,SSW,5,27,0,56,6,30,17,7,7
7/1/2018,Sunday,July,HA,HNL,KOA,700,-6,11,5,747,28,-9,163,Honolulu, HI,Kona, HI,Partly cloudy,25,9,ENE,10,25,0,76,6,30,20,53,6,Sunny,25,5,N,7,25,0,73,6,30,20,17,7
12/1/2018,Saturday,December,HA,HNL,KOA,1350,-5,12,3,1440,41,1,163,Honolulu, HI,Kona, HI,Sunny,26,6,NNE,7,26,0,55,6,30,16,5,7,Sunny,26,7,NNW,9,26,0,67,6,30,20,0,7
4/1/2018,Sunday,April,HA,ITO,HNL,1506,-3,9,5,1601,38,-6,216,Hilo, HI,Honolulu, HI,Partly cloudy,23,13,SE,15,23,0,73,6,30,18,42,6,Partly cloudy,26,1,SW,1,27,0,57,6,30,17,38,7
10/1/2018,Monday,October,HA,OGG,ITO,1607,-12,6,4,1646,25,-16,121,Kahului, HI,Hilo, HI,Sunny,29,7,E,9,29,0,62,6,30,21,0,7,Sunny,26,9,ESE,10,26,0,64,6,30,19,0,7
3/1/2018,Thursday,March,HA,HNL,LIH,1750,6,13,6,1830,20,5,102,Honolulu, HI,Lihue, HI,Overcast,24,11,E,13,24,0,71,6,30,19,93,5,Patchy rain possible,23,17,ESE,24,23,0,87,5,30,21,47,1
2/1/2018,Thursday,February,HA,HNL,OGG,1535,-5,15,6,1617,21,-5,100,Honolulu, HI,Kahului, HI,Moderate or heavy rain shower,25,12,SSW,14,25,0.1,79,4,30,21,54,5,Sunny,25,12,SSW,17,25,0,69,6,30,19,5,7
12/1/2018,Saturday,December,HA,HNL,OGG,836,-7,9,6,916,22,-10,100,Honolulu, HI,Kahului, HI,Partly cloudy,23,6,N,8,23,0,77,6,30,19,54,6,Partly cloudy,24,6,N,9,24,0,80,6,30,20,42,6
11/1/2018,Thursday,November,HA,HNL,LAS,2240,1,17,9,725,334,16,2762,Honolulu, HI,Las Vegas, NV,Partly cloudy,25,8,NE,11,25,0,87,6,30,23,42,1,Sunny,13,4,NNW,8,13,0,25,6,30,-6,5,4
11/1/2018,Thursday,November,HA,LIH,HNL,1356,-7,13,9,1432,21,0,102,Lihue, HI,Honolulu, HI,Patchy rain possible,27,11,ENE,13,27,0,82,5,30,23,35,6,Partly cloudy,27,9,NE,11,27,0,76,6,30,22,59,7
9/1/2018,Saturday,September,HA,LAX,HNL,700,-3,18,6,955,333,-1,2556,Los Angeles, CA,Honolulu, HI,Sunny,23,5,SSW,6,23,0,71,6,30,17,6,6,Partly cloudy,25,9,NE,10,25,0,73,6,30,20,54,6
7/1/2018,Sunday,July,HA,KOA,OGG,1455,-7,9,7,1530,18,-8,84,Kona, HI,Kahului, HI,Sunny,27,6,NNW,8,27,0,70,6,30,21,6,7,Sunny,27,15,ENE,19,27,0,70,6,30,21,5,7
4/1/2018,Sunday,April,HA,LIH,HNL,1949,-12,11,9,2024,20,-7,102,Lihue, HI,Honolulu, HI,Overcast,22,6,SSE,8,22,0,81,6,30,19,100,1,Overcast,23,5,SSW,6,23,0,75,6,30,19,89,1
8/1/2018,Wednesday,August,HA,LAX,HNL,1000,6,21,40,1305,326,28,2556,Los Angeles, CA,Honolulu, HI,Sunny,27,4,SSW,5,27,0,56,6,30,17,7,7,Sunny,29,17,ENE,20,29,0,63,6,30,21,20,7
11/1/2018,Thursday,November,HA,HNL,KOA,953,-4,12,6,1041,27,-7,163,Honolulu, HI,Kona, HI,Cloudy,25,6,ENE,8,25,0,86,6,30,23,67,6,Sunny,26,6,NW,8,26,0,80,6,30,22,13,7
4/1/2018,Sunday,April,HA,HNL,LIH,1840,-7,10,4,1921,23,-11,102,Honolulu, HI,Lihue, HI,Overcast,23,5,SSW,6,23,0,75,6,30,19,89,1,Overcast,22,6,SSE,8,22,0,81,6,30,19,100,1
3/1/2018,Thursday,March,HA,HNL,KOA,825,-6,15,13,911,29,5,163,Honolulu, HI,Kona, HI,Partly cloudy,22,8,E,10,22,0,83,6,30,19,50,6,Partly cloudy,24,6,WNW,9,24,0,73,6,30,19,26,6
8/1/2018,Wednesday,August,HA,HNL,LAX,1445,14,21,25,2310,284,19,2556,Honolulu, HI,Los Angeles, CA,Sunny,29,17,ENE,20,29,0,63,6,30,21,20,7,Clear,29,6,SW,7,29,0,49,6,30,17,6,1
12/1/2018,Saturday,December,HA,LIH,HNL,2049,-7,7,5,2123,20,-9,102,Lihue, HI,Honolulu, HI,Patchy rain possible,22,10,NNE,14,22,0,75,5,30,18,37,1,Clear,21,6,NNE,9,21,0,72,6,30,16,9,1
5/1/2018,Tuesday,May,HA,ITO,HNL,1822,-4,8,5,1915,36,-8,216,Hilo, HI,Honolulu, HI,Light rain,16,3,NE,5,16,0.1,86,5,30,14,93,1,Light drizzle,20,4,ENE,5,20,0,70,1,30,15,100,1
7/1/2018,Sunday,July,HA,KOA,HNL,817,-7,8,6,904,31,-9,163,Kona, HI,Honolulu, HI,Sunny,25,5,N,7,25,0,73,6,30,20,17,7,Partly cloudy,25,9,ENE,10,25,0,76,6,30,20,53,6
